ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
20001,220000.0,2,1,1,43,-1,-1,-1,-1,-1,-1,4009.0,1689.0,12370.0,12095.0,1832.0,4691.0,1689.0,12373.0,12099.0,1832.0,5001.0,10311.0,1
20002,100000.0,2,1,2,38,3,2,-1,-1,0,0,2156.0,1151.0,1151.0,35499.0,33051.0,36627.0,0.0,1151.0,35499.0,10000.0,6627.0,7000.0,0
20003,200000.0,2,1,1,39,-2,-2,-2,-2,-2,-2,5553.0,2294.0,359.0,0.0,353.0,342.0,2294.0,359.0,0.0,353.0,342.0,0.0,0
20004,400000.0,2,1,1,37,-1,0,-1,0,0,0,10677.0,31405.0,26717.0,25434.0,6973.0,9899.0,31008.0,26862.0,3000.0,2000.0,3000.0,0.0,0
20005,500000.0,2,1,1,47,-2,-2,-2,-2,-2,-2,3634.0,296.0,966.0,6675.0,-10.0,2055.0,299.0,1169.0,6708.0,0.0,2065.0,1133.0,0
20006,230000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,6348.0,0.0,967.0,0.0,699.0,499.0,0.0,967.0,0.0,699.0,499.0,0.0,1
20007,50000.0,2,2,2,43,0,0,0,0,0,0,48474.0,48388.0,38972.0,47584.0,28055.0,28571.0,2334.0,1918.0,12530.0,1001.0,1035.0,1198.0,0
20008,180000.0,2,2,1,46,-1,-1,-1,-1,-1,-1,578.0,911.0,578.0,578.0,578.0,438.0,911.0,578.0,578.0,578.0,438.0,280.0,0
20009,200000.0,2,1,2,31,0,0,0,0,0,0,90708.0,58787.0,104382.0,91888.0,88267.0,85471.0,2768.0,48617.0,3243.0,3000.0,3233.0,3000.0,0
20010,230000.0,2,1,2,37,-2,-2,-2,-2,-2,-2,1985.0,7150.0,20123.0,1671.0,1244.0,0.0,8075.0,20200.0,1671.0,1244.0,0.0,809.0,0
20011,210000.0,2,2,1,34,0,0,2,0,0,0,201223.0,214479.0,193598.0,178416.0,143879.0,125004.0,17580.0,0.0,7193.0,3500.0,4881.0,3679.0,1
20012,170000.0,2,3,2,33,2,0,0,0,0,0,170348.0,166348.0,162319.0,165592.0,167482.0,171106.0,7622.0,7354.0,7464.0,6127.0,6550.0,6100.0,0
20013,200000.0,2,1,2,41,-1,-1,-1,-1,-1,-1,2615.0,9855.0,11162.0,45607.0,23359.0,25713.0,9855.0,21162.0,45614.0,23359.0,25713.0,9884.0,0
20014,350000.0,2,1,1,42,-1,2,-1,-1,-1,-1,3931.0,2570.0,27036.0,1559.0,1962.0,3683.0,0.0,27036.0,1559.0,1962.0,3683.0,3074.0,0
20015,360000.0,2,3,2,41,-2,-2,-2,-2,-2,-2,3578.0,3658.0,3578.0,3578.0,3578.0,4268.0,3658.0,3578.0,3578.0,3578.0,4268.0,3578.0,0
20016,160000.0,2,1,2,35,-1,-1,-1,-1,-1,-2,3027.0,1116.0,2179.0,5468.0,80.0,1314.0,1116.0,2183.0,5468.0,80.0,1314.0,0.0,0
20017,230000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,0.0,1663.0,4777.0,1755.0,2442.0,2724.0,1663.0,4777.0,1763.0,2445.0,2727.0,17136.0,0
20018,110000.0,2,2,1,44,0,0,0,0,0,0,42214.0,43195.0,43699.0,45662.0,47592.0,48674.0,2000.0,3000.0,3000.0,3000.0,2000.0,2000.0,0
20019,520000.0,2,2,2,42,0,0,0,0,0,0,437492.0,405442.0,381086.0,353074.0,330171.0,324386.0,14710.0,14200.0,12300.0,11200.0,11200.0,11200.0,0
20020,280000.0,2,1,2,30,0,0,0,0,0,0,192045.0,195162.0,198105.0,202919.0,197380.0,201927.0,9300.0,9500.0,9509.0,7100.0,7800.0,8200.0,0
20021,240000.0,2,1,2,30,-1,-1,-1,-1,-1,0,3376.0,0.0,4649.0,1528.0,7378.0,682.0,0.0,4649.0,1533.0,7378.0,0.0,0.0,0
20022,20000.0,2,3,2,31,1,-1,3,2,2,-2,-363.0,204.0,204.0,204.0,-14.0,-2400.0,567.0,0.0,0.0,0.0,20.0,3800.0,0
20023,210000.0,2,2,2,30,0,0,0,0,0,0,184705.0,188235.0,193694.0,178664.0,149612.0,151226.0,7000.0,9057.0,6507.0,9808.0,6000.0,5500.0,0
20024,250000.0,2,1,2,30,0,0,0,0,0,0,144807.0,162326.0,168186.0,175369.0,178156.0,189259.0,20000.0,10000.0,10000.0,7200.0,14000.0,7200.0,0
20025,90000.0,2,3,1,44,-1,-1,-1,-1,-1,-1,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0,34619.0,0
20026,70000.0,2,2,2,30,-1,0,0,0,0,0,2429.0,3878.0,4957.0,6209.0,6338.0,6587.0,1500.0,1300.0,1500.0,380.0,500.0,500.0,1
20027,90000.0,2,1,2,36,0,0,0,0,0,-1,39317.0,28491.0,20367.0,16680.0,10320.0,7601.0,1808.0,1657.0,1000.0,206.0,7601.0,286.0,1
20028,180000.0,2,1,1,39,-1,-1,-1,0,-1,0,547.0,547.0,759.0,1042.0,796.0,547.0,547.0,759.0,1000.0,796.0,0.0,249.0,0
20029,210000.0,2,1,1,43,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20030,250000.0,2,2,2,30,0,0,0,0,0,0,197436.0,201831.0,206282.0,210963.0,215711.0,218692.0,7500.0,7527.0,8000.0,8000.0,8000.0,8500.0,0
20031,200000.0,2,0,2,30,-1,-1,2,-1,-1,-1,17160.0,7289.0,2868.0,9470.0,5816.0,7809.0,2880.0,0.0,9470.0,5834.0,7809.0,2886.0,0
20032,240000.0,2,2,2,36,2,2,0,0,0,0,247477.0,241976.0,242629.0,239438.0,203445.0,203585.0,11.0,10949.0,9419.0,7461.0,7601.0,7501.0,0
20033,500000.0,2,3,2,32,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20034,20000.0,2,2,1,32,1,2,0,0,0,0,18931.0,18329.0,19441.0,20113.0,19864.0,15424.0,0.0,1414.0,1146.0,729.0,970.0,0.0,0
20035,160000.0,2,3,1,44,-2,-2,-2,-2,-2,-2,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20036,250000.0,2,1,1,32,-2,-2,-2,-2,-2,-2,3829.0,4360.0,4420.0,18311.0,2887.0,4768.0,4374.0,4423.0,18311.0,2887.0,4768.0,591.0,0
20037,360000.0,2,2,1,44,-2,-2,-2,-2,-2,-2,1715.0,3662.0,12595.0,223.0,222.0,490.0,3680.0,12657.0,224.0,223.0,492.0,494.0,0
20038,300000.0,2,2,1,44,0,-1,-1,-1,-1,-1,7948.0,576.0,2660.0,2319.0,1905.0,257.0,576.0,2684.0,2319.0,1905.0,257.0,3743.0,0
